source,target,weight,edge_types
B1152,B1180,0.5,partner
B1152,B1182,0.5,partner
B1152,B1186,0.5,partner
B1152,B1187,0.5,partner
B1152,B1190,0.5,partner
B1152,B1198,0.7,"partner,region"
B1152,B1208,0.5,partner
B1152,B1209,0.5,partner
B1152,B1211,0.5,partner
B1152,B1232,0.5,partner
B1152,B1234,0.5,partner
B1152,B1244,0.5,partner
B1152,B1245,0.5,partner
B1152,B1250,0.5,partner
B1152,B1253,0.5,partner
B1152,B1256,0.5,partner
B1152,B1266,0.5,partner
B1152,B1286,0.5,partner
B1152,B1288,0.5,partner
B1152,B1294,0.7,"partner,region"
B1152,B1299,0.7,"partner,region"
B1152,B1301,0.5,partner
B1152,B1317,0.7,"partner,region"
B1152,B1319,0.5,partner
B1152,B1321,0.7,"partner,region"
B1152,B1322,0.5,partner
B1152,B1325,0.5,partner
B1152,B1328,0.5,partner
B1152,B1330,0.5,partner
B1152,B1333,0.5,partner
B1152,B1340,0.5,partner
B1152,B1342,0.5,partner
B1152,B1351,0.7,"partner,region"
B1152,B1354,0.7,"partner,region"
B1152,B1369,0.7,"partner,region"
B1152,B1377,0.7,"partner,region"
B1152,B1380,0.5,partner
B1152,B1393,0.5,partner
B1152,B1406,0.5,partner
B1152,B1410,0.5,partner
B1152,B1415,0.5,partner
B1152,B1416,0.5,partner
B1152,B1417,0.5,partner
B1152,B1424,0.5,partner
B1152,B1426,0.5,partner
B1152,B1438,0.5,partner
B1152,B1455,0.7,"partner,region"
B1152,B1458,0.5,partner
B1152,B1476,0.5,partner
B1152,B1478,0.7,"partner,region"
B1152,B1482,0.5,partner
B1152,B1483,0.7,"partner,region"
B1152,B1486,0.5,partner
B1152,B1491,0.5,partner
B1152,B1500,0.7,"partner,region"
B1152,B1506,0.5,partner
B1152,B1515,0.7,"partner,region"
B1152,B1524,0.5,partner
B1152,B1527,0.5,partner
B1152,B1542,0.5,partner
B1152,B1545,0.7,"partner,region"
B1152,B1547,0.5,partner
B1152,B1553,0.7,"partner,region"
B1152,B1554,0.5,partner
B1152,B1556,0.5,partner
B1152,B1561,0.5,partner
B1152,B1566,0.5,partner
B1152,B1570,0.7,"partner,region"
B1152,B1571,0.5,partner
B1152,B1575,0.5,partner
B1152,B1579,0.5,partner
B1152,B1590,0.5,partner
B1152,B1591,0.5,partner
B1152,B1592,0.7,"partner,region"
B1152,B1596,0.5,partner
B1152,B1597,0.7,"partner,region"
B1152,B1603,0.5,partner
B1152,B1604,0.5,partner
B1152,B1605,0.5,partner
B1152,B1607,0.5,partner
B1152,B1610,0.7,"partner,region"
B1152,B1612,0.7,"partner,region"
B1152,B1629,0.5,partner
B1152,B1632,0.5,partner
B1152,B1647,0.5,partner
B1152,B1654,0.5,partner
B1152,B1657,0.7,"partner,region"
B1152,B1664,0.7,"partner,region"
B1152,B1671,0.5,partner
B1152,B1677,0.7,"partner,region"
B1152,B1679,0.5,partner
B1152,B1680,0.5,partner
B1152,B1682,0.5,partner
B1152,B1689,0.5,partner
B1152,B1696,0.5,partner
B1152,B1698,0.7,"partner,region"
B1152,B1705,0.5,partner
B1152,B1707,0.7,"partner,region"
B1152,B1719,0.5,partner
B1152,B1720,0.5,partner
B1152,B1723,0.5,partner
B1152,B1727,0.7,"partner,region"
B1152,B1731,0.5,partner
B1152,B1750,0.5,partner
B1152,B1751,0.5,partner
B1152,B1752,0.5,partner
B1152,B1755,0.7,"partner,region"
B1152,B1757,0.5,partner
B1152,B1770,0.5,partner
B1152,B1773,0.5,partner
B1152,B1776,0.7,"partner,region"
B1152,B1778,0.5,partner
B1152,B1782,0.5,partner
B1152,B1783,0.7,"partner,region"
B1152,B1787,0.5,partner
B1152,B1805,0.5,partner
B1152,B1806,0.7,"partner,region"
B1152,B1812,0.7,"partner,region"
B1152,B1816,0.5,partner
B1152,B1822,0.5,partner
B1152,B1835,0.7,"partner,region"
B1152,B1840,0.5,partner
B1152,B1843,0.5,partner
B1152,B1859,0.5,partner
B1152,B1876,0.7,"partner,region"
B1152,B1884,0.7,"partner,region"
B1152,B1894,0.5,partner
B1152,B1896,0.5,partner
B1152,B1897,0.5,partner
B1152,B1907,0.5,partner
B1152,B1911,0.5,partner
B1152,B1918,0.5,partner
B1152,B1925,0.5,partner
B1152,B1927,0.5,partner
B1152,B1929,0.5,partner
B1152,B1935,0.5,partner
B1152,B1937,0.5,partner
B1152,B1942,0.5,partner
B1152,B1945,0.5,partner
B1152,B1949,0.7,"partner,region"
B1152,B1953,0.5,partner
B1152,B1958,0.5,partner
B1152,B1965,0.5,partner
B1152,B1973,0.5,partner
B1152,B1984,0.5,partner
B1152,B1987,0.7,"partner,region"
B1152,B1993,0.5,partner
B1152,B1994,0.5,partner
B1152,B1999,0.7,"partner,region"
B1152,B1175,0.2,region
B1152,B1218,0.2,region
B1152,B1252,0.2,region
B1152,B1265,0.2,region
B1152,B1308,0.2,region
B1152,B1338,0.2,region
B1152,B1398,0.2,region
B1152,B1409,0.2,region
B1152,B1431,0.2,region
B1152,B1504,0.2,region
B1152,B1543,0.2,region
B1152,B1549,0.2,region
B1152,B1650,0.2,region
B1152,B1688,0.2,region
B1152,B1697,0.2,region
B1152,B1701,0.2,region
B1152,B1749,0.2,region
B1152,B1766,0.2,region
B1152,B1785,0.2,region
B1152,B1830,0.2,region
B1152,B1852,0.2,region
B1152,B1881,0.2,region
B1152,B1916,0.2,region
B1152,B1930,0.2,region
B1152,B1934,0.2,region
B1152,B1954,0.2,region
B1152,B1975,0.2,region
B1152,B1980,0.2,region
B1153,B1439,1.0,group
B1153,B1661,1.0,group
B1153,B1707,1.0,group
B1153,B1753,1.0,group
B1153,B1880,1.0,group
B1153,B1901,1.0,group
B1153,B1197,0.7,"partner,region"
B1153,B1611,0.7,"partner,region"
B1153,B1728,0.7,"partner,region"
B1154,B1267,1.0,group
B1154,B1528,1.0,group
B1154,B1590,1.5,"group,partner"
B1154,B1156,0.5,partner
B1154,B1168,0.7,"partner,region"
B1154,B1169,0.7,"partner,region"
B1154,B1173,0.5,partner
B1154,B1176,0.5,partner
B1154,B1180,0.5,partner
B1154,B1182,0.5,partner
B1154,B1186,0.5,partner
B1154,B1187,0.5,partner
B1154,B1190,0.5,partner
B1154,B1198,0.7,"partner,region"
B1154,B1208,0.5,partner
B1154,B1209,0.5,partner
B1154,B1211,0.5,partner
B1154,B1232,0.5,partner
B1154,B1234,0.5,partner
B1154,B1244,0.5,partner
B1154,B1245,0.5,partner
B1154,B1250,0.5,partner
B1154,B1253,0.5,partner
B1154,B1256,0.5,partner
B1154,B1266,0.5,partner
B1154,B1286,0.5,partner
B1154,B1288,0.5,partner
B1154,B1294,0.7,"partner,region"
B1154,B1299,0.7,"partner,region"
B1154,B1301,0.5,partner
B1154,B1317,0.7,"partner,region"
B1154,B1319,0.5,partner
B1154,B1321,0.7,"partner,region"
B1154,B1322,0.5,partner
B1154,B1325,0.5,partner
B1154,B1328,0.5,partner
B1154,B1330,0.5,partner
B1154,B1333,0.5,partner
B1154,B1340,0.5,partner
B1154,B1342,0.5,partner
B1154,B1351,0.7,"partner,region"
B1154,B1354,0.7,"partner,region"
B1154,B1369,0.7,"partner,region"
B1154,B1377,0.7,"partner,region"
B1154,B1380,0.5,partner
B1154,B1393,0.5,partner
B1154,B1406,0.5,partner
B1154,B1410,0.5,partner
B1154,B1415,0.5,partner
B1154,B1416,0.5,partner
B1154,B1417,0.5,partner
B1154,B1424,0.5,partner
B1154,B1426,0.5,partner
B1154,B1438,0.5,partner
B1154,B1455,0.7,"partner,region"
B1154,B1458,0.5,partner
B1154,B1476,0.5,partner
B1154,B1478,0.7,"partner,region"
B1154,B1482,0.5,partner
B1154,B1483,0.7,"partner,region"
B1154,B1486,0.5,partner
B1154,B1491,0.5,partner
B1154,B1500,0.7,"partner,region"
B1154,B1506,0.5,partner
B1154,B1515,0.7,"partner,region"
B1154,B1524,0.5,partner
B1154,B1527,0.5,partner
B1154,B1542,0.5,partner
B1154,B1545,0.7,"partner,region"
B1154,B1547,0.5,partner
B1154,B1553,0.7,"partner,region"
B1154,B1554,0.5,partner
B1154,B1556,0.5,partner
B1154,B1561,0.5,partner
B1154,B1566,0.5,partner
B1154,B1570,0.7,"partner,region"
B1154,B1571,0.5,partner
B1154,B1575,0.5,partner
B1154,B1579,0.5,partner
B1154,B1591,0.5,partner
B1154,B1592,0.7,"partner,region"
B1154,B1596,0.5,partner
B1154,B1597,0.7,"partner,region"
B1154,B1603,0.5,partner
B1154,B1604,0.5,partner
B1154,B1605,0.5,partner
B1154,B1607,0.5,partner
B1154,B1610,0.7,"partner,region"
B1154,B1612,0.7,"partner,region"
B1154,B1629,0.5,partner
B1154,B1632,0.5,partner
B1154,B1647,0.5,partner
B1154,B1654,0.5,partner
B1154,B1657,0.7,"partner,region"
B1154,B1664,0.7,"partner,region"
B1154,B1671,0.5,partner
B1154,B1677,0.7,"partner,region"
B1154,B1679,0.5,partner
B1154,B1680,0.5,partner
B1154,B1682,0.5,partner
B1154,B1689,0.5,partner
B1154,B1696,0.5,partner
B1154,B1698,0.7,"partner,region"
B1154,B1705,0.5,partner
B1154,B1707,0.7,"partner,region"
B1154,B1719,0.5,partner
B1154,B1720,0.5,partner
B1154,B1723,0.5,partner
B1154,B1727,0.7,"partner,region"
B1154,B1731,0.5,partner
B1154,B1750,0.5,partner
B1154,B1751,0.5,partner
B1154,B1752,0.5,partner
B1154,B1755,0.7,"partner,region"
B1154,B1757,0.5,partner
B1154,B1770,0.5,partner
B1154,B1773,0.5,partner
B1154,B1776,0.7,"partner,region"
B1154,B1778,0.5,partner
B1154,B1782,0.5,partner
B1154,B1783,0.7,"partner,region"
B1154,B1787,0.5,partner
B1154,B1805,0.5,partner
B1154,B1806,0.7,"partner,region"
B1154,B1812,0.7,"partner,region"
B1154,B1816,0.5,partner
B1154,B1822,0.5,partner
B1154,B1835,0.7,"partner,region"
B1154,B1840,0.5,partner
B1154,B1843,0.5,partner
B1154,B1859,0.5,partner
B1154,B1876,0.7,"partner,region"
B1154,B1884,0.7,"partner,region"
B1154,B1894,0.5,partner
B1154,B1896,0.5,partner
B1154,B1897,0.5,partner
B1154,B1907,0.5,partner
B1154,B1911,0.5,partner
B1154,B1918,0.5,partner
B1154,B1925,0.5,partner
B1154,B1927,0.5,partner
B1154,B1929,0.5,partner
B1154,B1935,0.5,partner
B1154,B1937,0.5,partner
B1154,B1942,0.5,partner
B1154,B1945,0.5,partner
B1154,B1949,0.7,"partner,region"
B1154,B1953,0.5,partner
B1154,B1958,0.5,partner
B1154,B1965,0.5,partner
B1154,B1973,0.5,partner
B1154,B1984,0.5,partner
B1154,B1987,0.7,"partner,region"
B1154,B1993,0.5,partner
B1154,B1994,0.5,partner
B1154,B1999,0.7,"partner,region"
B1154,B1175,0.2,region
B1154,B1218,0.2,region
B1154,B1252,0.2,region
B1154,B1265,0.2,region
B1154,B1308,0.2,region
B1154,B1338,0.2,region
B1154,B1398,0.2,region
B1154,B1409,0.2,region
B1154,B1431,0.2,region
B1154,B1504,0.2,region
B1154,B1543,0.2,region
B1154,B1549,0.2,region
B1154,B1650,0.2,region
B1154,B1688,0.2,region
B1154,B1697,0.2,region
B1154,B1701,0.2,region
B1154,B1749,0.2,region
B1154,B1766,0.2,region
B1154,B1785,0.2,region
B1154,B1830,0.2,region
B1154,B1852,0.2,region
B1154,B1881,0.2,region
B1154,B1916,0.2,region
B1154,B1930,0.2,region
B1154,B1934,0.2,region
B1154,B1954,0.2,region
B1154,B1975,0.2,region
B1154,B1980,0.2,region
B1155,B1351,1.0,group
B1155,B1781,1.0,group
B1155,B1889,1.0,group
B1155,B1958,1.0,group
B1155,B1157,0.7,"partner,region"
B1155,B1255,0.7,"partner,region"
B1155,B1274,0.7,"partner,region"
B1155,B1520,0.7,"partner,region"
B1155,B1540,0.5,partner
B1155,B1693,0.7,"partner,region"
B1155,B1711,0.7,"partner,region"
B1155,B1908,0.7,"partner,region"
B1156,B1632,1.5,"group,partner"
B1156,B1988,1.0,group
B1156,B1168,0.5,partner
B1156,B1169,0.5,partner
B1156,B1173,0.5,partner
B1156,B1176,0.7,"partner,region"
B1156,B1180,0.5,partner
B1156,B1182,0.5,partner
B1156,B1186,0.5,partner
B1156,B1187,0.5,partner
B1156,B1190,0.5,partner
B1156,B1198,0.5,partner
B1156,B1208,0.5,partner
B1156,B1209,0.5,partner
B1156,B1211,0.5,partner
B1156,B1232,0.5,partner
B1156,B1234,0.5,partner
B1156,B1244,0.5,partner
B1156,B1245,0.5,partner
B1156,B1250,0.7,"partner,region"
B1156,B1253,0.7,"partner,region"
B1156,B1256,0.7,"partner,region"
B1156,B1266,0.7,"partner,region"
B1156,B1286,0.5,partner
B1156,B1288,0.7,"partner,region"
B1156,B1294,0.5,partner
B1156,B1299,0.5,partner
B1156,B1301,0.5,partner
B1156,B1317,0.5,partner
B1156,B1319,0.7,"partner,region"
B1156,B1321,0.5,partner
B1156,B1322,0.5,partner
B1156,B1325,0.5,partner
B1156,B1328,0.5,partner
B1156,B1330,0.5,partner
B1156,B1333,0.5,partner
B1156,B1340,0.5,partner
B1156,B1342,0.5,partner
B1156,B1351,0.5,partner
B1156,B1354,0.5,partner
B1156,B1369,0.5,partner
B1156,B1377,0.5,partner
B1156,B1380,0.7,"partner,region"
B1156,B1393,0.5,partner
B1156,B1406,0.7,"partner,region"
B1156,B1410,0.5,partner
B1156,B1415,0.5,partner
B1156,B1416,0.5,partner
B1156,B1417,0.5,partner
B1156,B1424,0.5,partner
B1156,B1426,0.5,partner
B1156,B1438,0.5,partner
B1156,B1455,0.5,partner
B1156,B1458,0.5,partner
B1156,B1476,0.5,partner
B1156,B1478,0.5,partner
B1156,B1482,0.5,partner
B1156,B1483,0.5,partner
B1156,B1486,0.7,"partner,region"
B1156,B1491,0.7,"partner,region"
B1156,B1500,0.5,partner
B1156,B1506,0.7,"partner,region"
B1156,B1515,0.5,partner
B1156,B1524,0.5,partner
B1156,B1527,0.7,"partner,region"
B1156,B1542,0.5,partner
B1156,B1545,0.5,partner
B1156,B1547,0.5,partner
B1156,B1553,0.5,partner
B1156,B1554,0.5,partner
B1156,B1556,0.5,partner
B1156,B1561,0.7,"partner,region"
B1156,B1566,0.7,"partner,region"
B1156,B1570,0.5,partner
B1156,B1571,0.5,partner
B1156,B1575,0.5,partner
B1156,B1579,0.5,partner
B1156,B1590,0.7,"partner,region"
B1156,B1591,0.5,partner
B1156,B1592,0.5,partner
B1156,B1596,0.5,partner
B1156,B1597,0.5,partner
B1156,B1603,0.7,"partner,region"
B1156,B1604,0.5,partner
B1156,B1605,0.7,"partner,region"
B1156,B1607,0.7,"partner,region"
B1156,B1610,0.5,partner
B1156,B1612,0.5,partner
B1156,B1629,0.5,partner
B1156,B1647,0.7,"partner,region"
B1156,B1654,0.5,partner
B1156,B1657,0.5,partner
B1156,B1664,0.5,partner
B1156,B1671,0.7,"partner,region"
B1156,B1677,0.5,partner
B1156,B1679,0.5,partner
B1156,B1680,0.5,partner
B1156,B1682,0.5,partner
B1156,B1689,0.7,"partner,region"
B1156,B1696,0.5,partner
B1156,B1698,0.5,partner
B1156,B1705,0.5,partner
B1156,B1707,0.5,partner
B1156,B1719,0.7,"partner,region"
B1156,B1720,0.7,"partner,region"
B1156,B1723,0.5,partner
B1156,B1727,0.5,partner
B1156,B1731,0.7,"partner,region"
B1156,B1750,0.7,"partner,region"
B1156,B1751,0.5,partner
B1156,B1752,0.7,"partner,region"
B1156,B1755,0.5,partner
B1156,B1757,0.5,partner
B1156,B1770,0.5,partner
B1156,B1773,0.7,"partner,region"
B1156,B1776,0.5,partner
B1156,B1778,0.5,partner
B1156,B1782,0.5,partner
B1156,B1783,0.5,partner
B1156,B1787,0.5,partner
B1156,B1805,0.5,partner
B1156,B1806,0.5,partner
B1156,B1812,0.5,partner
B1156,B1816,0.7,"partner,region"
B1156,B1822,0.5,partner
B1156,B1835,0.5,partner
B1156,B1840,0.5,partner
B1156,B1843,0.7,"partner,region"
B1156,B1859,0.5,partner
B1156,B1876,0.5,partner
B1156,B1884,0.5,partner
B1156,B1894,0.5,partner
B1156,B1896,0.7,"partner,region"
B1156,B1897,0.7,"partner,region"
B1156,B1907,0.5,partner
B1156,B1911,0.5,partner
B1156,B1918,0.5,partner
B1156,B1925,0.5,partner
B1156,B1927,0.7,"partner,region"
B1156,B1929,0.7,"partner,region"
B1156,B1935,0.5,partner
B1156,B1937,0.5,partner
B1156,B1942,0.7,"partner,region"
B1156,B1945,0.5,partner
B1156,B1949,0.5,partner
B1156,B1953,0.5,partner
B1156,B1958,0.7,"partner,region"
B1156,B1965,0.7,"partner,region"
B1156,B1973,0.5,partner
B1156,B1984,0.5,partner
B1156,B1987,0.5,partner
B1156,B1993,0.7,"partner,region"
B1156,B1994,0.7,"partner,region"
B1156,B1999,0.5,partner
B1156,B1184,0.2,region
B1156,B1344,0.2,region
B1156,B1505,0.2,region
B1156,B1568,0.2,region
B1156,B1641,0.2,region
B1156,B1836,0.2,region
B1156,B1841,0.2,region
B1156,B1850,0.2,region
B1156,B1922,0.2,region
B1156,B1959,0.2,region
B1157,B1344,1.0,group
B1157,B1498,1.0,group
B1157,B1854,1.0,group
B1157,B1255,0.7,"partner,region"
B1157,B1274,0.7,"partner,region"
B1157,B1520,0.7,"partner,region"
B1157,B1540,0.5,partner
B1157,B1693,0.7,"partner,region"
B1157,B1711,0.7,"partner,region"
B1157,B1908,0.7,"partner,region"
B1158,B1300,1.0,group
B1158,B1415,1.0,group
B1158,B1527,1.0,group
B1158,B1655,1.0,group
B1158,B1822,1.0,group
B1158,B1199,0.5,partner
B1158,B1269,0.7,"partner,region"
B1158,B1315,0.7,"partner,region"
B1158,B1366,0.7,"partner,region"
B1158,B1490,0.5,partner
B1158,B1509,0.5,partner
B1158,B1574,0.5,partner
B1158,B1623,0.5,partner
B1158,B1653,0.5,partner
B1158,B1887,0.5,partner
B1158,B1952,0.7,"partner,region"
B1158,B1957,0.5,partner
B1159,B1342,1.0,group
B1159,B1844,1.0,group
B1160,B1456,1.0,group
B1160,B1876,1.0,group
B1160,B1172,0.5,partner
B1160,B1195,0.5,partner
B1160,B1226,0.7,"partner,region"
B1160,B1271,0.7,"partner,region"
B1160,B1284,0.7,"partner,region"
B1160,B1304,0.7,"partner,region"
B1160,B1353,0.5,partner
B1160,B1355,0.7,"partner,region"
B1160,B1412,0.5,partner
B1160,B1429,0.7,"partner,region"
B1160,B1441,0.7,"partner,region"
B1160,B1453,0.5,partner
B1160,B1460,0.5,partner
B1160,B1470,0.7,"partner,region"
B1160,B1484,0.5,partner
B1160,B1578,0.7,"partner,region"
B1160,B1691,0.5,partner
B1160,B1734,0.5,partner
B1160,B1801,0.5,partner
B1160,B1807,0.5,partner
B1160,B1837,0.5,partner
B1160,B1867,0.5,partner
B1160,B1893,0.5,partner
B1160,B1919,0.5,partner
B1160,B1193,0.2,region
B1160,B1205,0.2,region
B1160,B1239,0.2,region
B1160,B1314,0.2,region
B1160,B1320,0.2,region
B1160,B1385,0.2,region
B1160,B1530,0.2,region
B1160,B1531,0.2,region
B1160,B1532,0.2,region
B1160,B1594,0.2,region
B1160,B1643,0.2,region
B1160,B1644,0.2,region
B1160,B1651,0.2,region
B1160,B1708,0.2,region
B1160,B1748,0.2,region
B1160,B1758,0.2,region
B1160,B1811,0.2,region
B1160,B1828,0.2,region
B1160,B1831,0.2,region
B1160,B1857,0.2,region
B1160,B1878,0.2,region
B1160,B1883,0.2,region
B1160,B1909,0.2,region
B1160,B1933,0.2,region
B1160,B1988,0.2,region
B1161,B1235,1.0,group
B1161,B1347,1.0,group
B1161,B1360,1.0,group
B1161,B1983,0.5,partner
B1161,B1452,0.2,region
B1162,B1522,1.0,group
B1162,B1698,1.0,group
B1163,B1716,1.0,group
B1163,B1786,1.0,group
B1163,B1378,0.5,partner
B1163,B1558,0.5,partner
B1163,B1873,0.2,region
B1164,B1640,1.0,group
B1164,B1959,1.0,group
B1164,B1257,0.5,partner
B1164,B1309,0.7,"partner,region"
B1164,B1323,0.5,partner
B1164,B1368,0.5,partner
B1164,B1370,0.5,partner
B1164,B1392,0.7,"partner,region"
B1164,B1488,0.5,partner
B1164,B1658,0.7,"partner,region"
B1164,B1732,0.5,partner
B1164,B1753,0.7,"partner,region"
B1164,B1768,0.7,"partner,region"
B1164,B1827,0.5,partner
B1164,B1923,0.5,partner
B1164,B1306,0.2,region
B1164,B1391,0.2,region
B1164,B1497,0.2,region
B1164,B1737,0.2,region
B1164,B1972,0.2,region
B1165,B1216,1.0,group
B1165,B1629,1.0,group
B1165,B1221,0.5,partner
B1165,B1300,0.5,partner
B1165,B1331,0.5,partner
B1165,B1387,0.7,"partner,region"
B1165,B1471,0.7,"partner,region"
B1165,B1481,0.5,partner
B1165,B1512,0.7,"partner,region"
B1165,B1521,0.5,partner
B1165,B1565,0.5,partner
B1165,B1628,0.7,"partner,region"
B1165,B1662,0.5,partner
B1165,B1756,0.5,partner
B1165,B1781,0.5,partner
B1165,B1793,0.7,"partner,region"
B1165,B1892,0.5,partner
B1165,B1559,0.2,region
B1166,B1377,1.0,group
B1166,B1281,0.7,"partner,region"
B1166,B1544,0.5,partner
B1166,B1593,0.7,"partner,region"
B1166,B1626,0.7,"partner,region"
B1166,B1963,0.5,partner
B1166,B1181,0.2,region
B1166,B1251,0.2,region
B1166,B1254,0.2,region
B1166,B1419,0.2,region
B1166,B1668,0.2,region
B1166,B1694,0.2,region
B1166,B1874,0.2,region
B1166,B1928,0.2,region
B1167,B1174,1.0,group
B1167,B1542,1.0,group
B1167,B1227,0.7,"partner,region"
B1167,B1282,0.7,"partner,region"
B1167,B1296,0.7,"partner,region"
B1167,B1316,0.7,"partner,region"
B1167,B1418,0.7,"partner,region"
B1167,B1501,0.7,"partner,region"
B1167,B1548,0.7,"partner,region"
B1167,B1557,0.7,"partner,region"
B1167,B1580,0.7,"partner,region"
B1167,B1617,0.7,"partner,region"
B1167,B1740,0.7,"partner,region"
B1167,B1761,0.7,"partner,region"
B1167,B1825,0.7,"partner,region"
B1167,B1834,0.7,"partner,region"
B1167,B1858,0.7,"partner,region"
B1167,B1890,0.7,"partner,region"
B1167,B1924,0.7,"partner,region"
B1167,B1989,0.7,"partner,region"
B1168,B1232,1.5,"group,partner"
B1168,B1269,1.0,group
B1168,B1759,1.0,group
B1168,B1169,0.7,"partner,region"
B1168,B1173,0.5,partner
B1168,B1176,0.5,partner
B1168,B1180,0.5,partner
B1168,B1182,0.5,partner
B1168,B1186,0.5,partner
B1168,B1187,0.5,partner
B1168,B1190,0.5,partner
B1168,B1198,0.7,"partner,region"
B1168,B1208,0.5,partner
B1168,B1209,0.5,partner
B1168,B1211,0.5,partner
B1168,B1234,0.5,partner
B1168,B1244,0.5,partner
B1168,B1245,0.5,partner
B1168,B1250,0.5,partner
B1168,B1253,0.5,partner
B1168,B1256,0.5,partner
B1168,B1266,0.5,partner
B1168,B1286,0.5,partner
B1168,B1288,0.5,partner
B1168,B1294,0.7,"partner,region"
B1168,B1299,0.7,"partner,region"
B1168,B1301,0.5,partner
B1168,B1317,0.7,"partner,region"
B1168,B1319,0.5,partner
B1168,B1321,0.7,"partner,region"
B1168,B1322,0.5,partner
B1168,B1325,0.5,partner
B1168,B1328,0.5,partner
B1168,B1330,0.5,partner
B1168,B1333,0.5,partner
B1168,B1340,0.5,partner
B1168,B1342,0.5,partner
B1168,B1351,0.7,"partner,region"
B1168,B1354,0.7,"partner,region"
B1168,B1369,0.7,"partner,region"
B1168,B1377,0.7,"partner,region"
B1168,B1380,0.5,partner
B1168,B1393,0.5,partner
B1168,B1406,0.5,partner
B1168,B1410,0.5,partner
B1168,B1415,0.5,partner
B1168,B1416,0.5,partner
B1168,B1417,0.5,partner
B1168,B1424,0.5,partner
B1168,B1426,0.5,partner
B1168,B1438,0.5,partner
B1168,B1455,0.7,"partner,region"
B1168,B1458,0.5,partner
B1168,B1476,0.5,partner
B1168,B1478,0.7,"partner,region"
B1168,B1482,0.5,partner
B1168,B1483,0.7,"partner,region"
B1168,B1486,0.5,partner
B1168,B1491,0.5,partner
B1168,B1500,0.7,"partner,region"
B1168,B1506,0.5,partner
B1168,B1515,0.7,"partner,region"
B1168,B1524,0.5,partner
B1168,B1527,0.5,partner
B1168,B1542,0.5,partner
B1168,B1545,0.7,"partner,region"
B1168,B1547,0.5,partner
B1168,B1553,0.7,"partner,region"
B1168,B1554,0.5,partner
B1168,B1556,0.5,partner
B1168,B1561,0.5,partner
B1168,B1566,0.5,partner
B1168,B1570,0.7,"partner,region"
B1168,B1571,0.5,partner
B1168,B1575,0.5,partner
B1168,B1579,0.5,partner
B1168,B1590,0.5,partner
B1168,B1591,0.5,partner
B1168,B1592,0.7,"partner,region"
B1168,B1596,0.5,partner
B1168,B1597,0.7,"partner,region"
B1168,B1603,0.5,partner
B1168,B1604,0.5,partner
B1168,B1605,0.5,partner
B1168,B1607,0.5,partner
B1168,B1610,0.7,"partner,region"
B1168,B1612,0.7,"partner,region"
B1168,B1629,0.5,partner
B1168,B1632,0.5,partner
B1168,B1647,0.5,partner
B1168,B1654,0.5,partner
B1168,B1657,0.7,"partner,region"
B1168,B1664,0.7,"partner,region"
B1168,B1671,0.5,partner
B1168,B1677,0.7,"partner,region"
B1168,B1679,0.5,partner
B1168,B1680,0.5,partner
B1168,B1682,0.5,partner
B1168,B1689,0.5,partner
B1168,B1696,0.5,partner
B1168,B1698,0.7,"partner,region"
B1168,B1705,0.5,partner
B1168,B1707,0.7,"partner,region"
B1168,B1719,0.5,partner
B1168,B1720,0.5,partner
B1168,B1723,0.5,partner
B1168,B1727,0.7,"partner,region"
B1168,B1731,0.5,partner
B1168,B1750,0.5,partner
B1168,B1751,0.5,partner
B1168,B1752,0.5,partner
B1168,B1755,0.7,"partner,region"
B1168,B1757,0.5,partner
B1168,B1770,0.5,partner
B1168,B1773,0.5,partner
B1168,B1776,0.7,"partner,region"
B1168,B1778,0.5,partner
B1168,B1782,0.5,partner
B1168,B1783,0.7,"partner,region"
B1168,B1787,0.5,partner
B1168,B1805,0.5,partner
B1168,B1806,0.7,"partner,region"
B1168,B1812,0.7,"partner,region"
B1168,B1816,0.5,partner
B1168,B1822,0.5,partner
B1168,B1835,0.7,"partner,region"
B1168,B1840,0.5,partner
B1168,B1843,0.5,partner
B1168,B1859,0.5,partner
B1168,B1876,0.7,"partner,region"
B1168,B1884,0.7,"partner,region"
B1168,B1894,0.5,partner
B1168,B1896,0.5,partner
B1168,B1897,0.5,partner
B1168,B1907,0.5,partner
B1168,B1911,0.5,partner
B1168,B1918,0.5,partner
B1168,B1925,0.5,partner
B1168,B1927,0.5,partner
B1168,B1929,0.5,partner
B1168,B1935,0.5,partner
B1168,B1937,0.5,partner
B1168,B1942,0.5,partner
B1168,B1945,0.5,partner
B1168,B1949,0.7,"partner,region"
B1168,B1953,0.5,partner
B1168,B1958,0.5,partner
B1168,B1965,0.5,partner
B1168,B1973,0.5,partner
B1168,B1984,0.5,partner
B1168,B1987,0.7,"partner,region"
B1168,B1993,0.5,partner
B1168,B1994,0.5,partner
B1168,B1999,0.7,"partner,region"
B1168,B1175,0.2,region
B1168,B1218,0.2,region
B1168,B1252,0.2,region
B1168,B1265,0.2,region
B1168,B1308,0.2,region
B1168,B1338,0.2,region
B1168,B1398,0.2,region
B1168,B1409,0.2,region
B1168,B1431,0.2,region
B1168,B1504,0.2,region
B1168,B1543,0.2,region
B1168,B1549,0.2,region
B1168,B1650,0.2,region
B1168,B1688,0.2,region
B1168,B1697,0.2,region
B1168,B1701,0.2,region
B1168,B1749,0.2,region
B1168,B1766,0.2,region
B1168,B1785,0.2,region
B1168,B1830,0.2,region
B1168,B1852,0.2,region
