borrower_id,t,state,is_stressed,own_lagged_risk,neighbor_stress_fraction,regional_shock_index,ground_truth_reason,group_id,partner_id,region_id,loan_amount,term_months,repayment_interval,current_savings,individual_risk_score
B1385,11,0,0,0,0.4,0,,G0081,81.0,El Salvador_R0,400.0,14.0,monthly,123.52,0.060113825
B1386,11,0,0,0,0.2,0,,G0107,118.0,Honduras_R2,650.0,15.0,monthly,67.45,0.04791872
B1387,11,2,1,1,0.0,0,Isolated Stress,G0129,119.0,Peru_R1,3600.0,8.0,monthly,1044.0,0.24516305
B1388,11,0,0,0,0.5,0,,G0270,177.0,Colombia_R2,350.0,14.0,bullet,75.53,0.04497307
B1389,11,0,0,0,0.0,0,,G0084,77.0,Lebanon_R0,2000.0,14.0,monthly,337.93,0.07023609
B1390,11,0,0,0,0.2,0,,G0323,205.0,Yemen_R3,625.0,12.0,monthly,55.95,0.083076894
B1391,11,0,0,0,0.6666666666666666,0,,G0071,63.0,Tajikistan_R0,500.0,14.0,monthly,154.79,0.03409128
B1392,11,1,1,1,0.16666666666666666,0,Isolated Stress,G0208,100.0,Tajikistan_R0,225.0,14.0,monthly,21.87,0.09651932
B1393,11,0,0,0,0.16666666666666666,0,,G0138,145.0,Philippines_R2,225.0,8.0,irregular,32.16,0.046830036
B1394,11,0,0,0,0.3333333333333333,0,,G0041,305.0,Zimbabwe_R2,500.0,13.0,monthly,68.51,0.046108905
B1395,11,0,0,0,0.2,0,,G0011,329.0,Uganda_R1,1025.0,24.0,irregular,319.21,0.055673603
B1396,11,1,1,1,0.3333333333333333,0,Independent Regional Shock,G0333,126.0,Philippines_R2,325.0,13.0,irregular,81.84,0.047304567
B1397,11,0,0,0,0.16666666666666666,0,,G0295,58.0,Paraguay_R3,2550.0,6.0,irregular,736.96,0.0549036
B1398,11,0,0,0,0.5,0,,G0271,125.0,Philippines_R0,250.0,14.0,irregular,31.29,0.035439555
B1399,11,0,0,0,0.5,0,,G0219,177.0,Colombia_R2,250.0,15.0,bullet,59.37,0.06969514
B1400,11,0,0,0,0.0,0,,G0297,121.0,Vietnam_R2,5300.0,17.0,monthly,1174.08,0.03718983
B1401,11,0,0,0,0.0,0,,G0228,386.0,Kenya_R2,600.0,14.0,irregular,179.91,0.060339306
B1402,11,0,0,0,0.0,0,,G0127,171.0,Kyrgyzstan_R0,2525.0,14.0,monthly,812.61,0.14345887
B1403,11,0,0,0,0.3333333333333333,0,,G0151,160.0,The Democratic Republic of the Congo_R3,8250.0,8.0,monthly,442.59,0.078930214
B1404,11,0,0,0,0.0,0,,G0220,202.0,Kenya_R0,500.0,9.0,bullet,126.1,0.041761797
B1405,11,0,0,0,0.6,0,,G0116,245.0,Pakistan_R1,475.0,14.0,monthly,31.14,0.040792953
B1406,11,0,0,0,0.3333333333333333,0,,G0151,145.0,Philippines_R1,400.0,13.0,irregular,85.86,0.06283149
B1407,11,0,0,0,0.3333333333333333,0,,G0070,63.0,Tajikistan_R1,600.0,14.0,monthly,81.77,0.044359222
B1408,11,0,0,0,0.0,0,,G0297,87.0,Tanzania_R3,875.0,7.0,irregular,124.28,0.03689457
B1409,11,0,0,1,0.75,0,,G0293,126.0,Philippines_R0,200.0,8.0,irregular,31.18,0.032906476
B1410,11,0,0,0,0.2,0,,G0292,145.0,Philippines_R2,425.0,13.0,irregular,100.46,0.117211856
B1411,11,0,0,0,0.3333333333333333,0,,G0321,58.0,Paraguay_R3,625.0,15.0,monthly,93.88,0.07901691
B1412,11,0,0,0,0.3333333333333333,0,,G0060,199.0,El Salvador_R1,525.0,7.0,bullet,141.65,0.021577263
B1413,11,1,1,0,0.2,0,Contagion-Driven Stress,G0320,177.0,Colombia_R0,1075.0,27.0,monthly,184.21,0.07130904
B1414,11,0,0,0,0.0,0,,G0051,133.0,Kenya_R1,275.0,12.0,monthly,19.39,0.1199764
B1415,11,0,0,0,0.3333333333333333,0,,G0273,145.0,Philippines_R2,200.0,8.0,irregular,57.03,0.07270552
B1416,11,0,0,0,0.25,0,,G0259,145.0,Philippines_R3,350.0,8.0,irregular,47.5,0.0681677
B1417,11,0,0,0,0.3333333333333333,0,,G0147,145.0,Philippines_R3,450.0,8.0,irregular,80.92,0.08915341
B1418,11,0,0,0,0.6,0,,G0174,288.0,Nigeria_R2,75.0,14.0,bullet,19.17,0.03185546
B1419,11,0,0,0,0.0,0,,G0018,247.0,Pakistan_R3,350.0,15.0,monthly,52.41,0.062146854
B1420,11,0,0,0,0.0,0,,G0203,177.0,Colombia_R3,325.0,14.0,bullet,21.77,0.056479637
B1421,11,0,0,0,0.0,0,,G0134,177.0,Colombia_R2,850.0,27.0,bullet,137.85,0.058807958
B1422,11,1,1,1,0.16666666666666666,0,Contagion-Driven Stress,G0105,202.0,Kenya_R2,875.0,11.0,bullet,291.67,0.1546576
B1423,11,0,0,0,0.4,0,,G0043,165.0,Congo_R2,5800.0,5.0,irregular,1406.62,0.20221122
B1424,11,0,0,0,0.2,0,,G0223,145.0,Philippines_R2,525.0,8.0,irregular,132.01,0.046314728
B1425,11,0,0,0,0.5,0,,G0058,164.0,Kenya_R2,250.0,13.0,irregular,59.92,0.07209424
B1426,11,0,0,0,0.25,0,,G0290,145.0,Philippines_R2,175.0,8.0,irregular,19.2,0.08182895
B1427,11,0,0,0,0.2,1,,G0140,311.0,Cambodia_R2,125.0,8.0,monthly,21.94,0.0583425
B1428,11,0,0,0,0.16666666666666666,0,,G0145,126.0,Philippines_R2,350.0,10.0,monthly,96.35,0.07425728
B1429,11,2,1,1,0.16666666666666666,0,Isolated Stress,G0151,199.0,El Salvador_R0,500.0,15.0,monthly,40.21,0.049753822
B1430,11,1,1,1,0.25,1,Contagion-Driven Stress,G0303,59.0,Bolivia_R0,2325.0,12.0,monthly,310.05,0.082333244
B1431,11,0,0,0,0.5,0,,G0066,123.0,Philippines_R0,375.0,8.0,irregular,49.84,0.07222496
B1432,11,1,1,1,0.16666666666666666,0,Isolated Stress,G0075,156.0,Kenya_R1,475.0,14.0,monthly,85.31,0.046355564
B1433,11,0,0,1,0.25,0,,G0049,136.0,Philippines_R3,200.0,8.0,irregular,68.82,0.08055407
B1434,11,0,0,0,0.0,0,,G0296,98.0,Nicaragua_R2,1150.0,15.0,monthly,80.79,0.04497311
B1435,11,0,0,0,0.2,0,,G0074,140.0,Bolivia_R2,1450.0,20.0,irregular,298.13,0.07391055
B1436,11,0,0,0,0.0,0,,G0181,188.0,Ecuador_R3,400.0,13.0,monthly,41.52,0.077224694
B1437,11,1,1,0,0.0,0,Isolated Stress,G0331,202.0,Kenya_R0,725.0,10.0,bullet,247.37,0.10289419
B1438,11,0,0,0,0.0,0,,G0281,145.0,Philippines_R2,425.0,13.0,irregular,35.7,0.09889038
B1439,11,0,0,0,0.5,0,,G0289,110.0,Bolivia_R2,2925.0,8.0,irregular,500.41,0.0594041
B1440,11,0,0,0,0.0,0,,G0064,136.0,Philippines_R2,225.0,8.0,monthly,61.06,0.06770613
B1441,11,1,1,1,0.5,0,Contagion-Driven Stress,G0130,199.0,El Salvador_R0,1550.0,27.0,irregular,405.12,0.07833245
B1442,11,0,0,0,0.2,0,,G0102,394.0,Vietnam_R1,450.0,26.0,monthly,79.57,0.048773345
B1443,11,0,0,0,0.0,0,,G0276,123.0,Philippines_R2,800.0,8.0,bullet,123.17,0.050336275
B1444,11,1,1,0,0.25,1,Independent Regional Shock,G0230,204.0,Cambodia_R2,625.0,14.0,monthly,105.8,0.05071689
B1445,11,0,0,0,0.0,0,,G0276,204.0,Cambodia_R3,2025.0,14.0,monthly,261.8,0.061807334
B1446,11,0,0,0,0.8,0,,G0225,187.0,Burkina Faso_R0,1675.0,8.0,bullet,186.93,0.084946506
B1447,11,0,0,0,0.0,0,,G0215,177.0,Colombia_R1,175.0,14.0,bullet,34.11,0.05419367
B1448,11,2,1,1,0.2,0,Isolated Stress,G0173,442.0,Haiti_R0,175.0,7.0,monthly,22.85,0.06645034
B1449,11,1,1,0,0.2,0,Isolated Stress,G0065,241.0,India_R0,675.0,43.0,bullet,91.96,0.061574396
B1450,11,0,0,0,0.16666666666666666,0,,G0008,388.0,Kenya_R1,200.0,14.0,monthly,49.41,0.059088368
B1451,11,0,0,0,0.0,0,,G0322,137.0,Ecuador_R0,2350.0,8.0,irregular,800.32,0.16092183
B1452,11,1,1,1,0.5,0,Contagion-Driven Stress,G0197,150.0,Costa Rica_R3,950.0,38.0,irregular,219.54,0.08770655
B1453,11,0,0,0,0.2,0,,G0011,199.0,El Salvador_R2,500.0,8.0,monthly,36.55,0.048893496
B1454,11,0,0,0,0.4,0,,G0081,201.0,Honduras_R2,600.0,11.0,bullet,43.61,0.061709195
B1455,11,0,0,0,0.0,0,,G0097,145.0,Philippines_R0,325.0,8.0,irregular,109.01,0.043145135
B1456,11,2,1,1,0.2,0,Isolated Stress,G0086,231.0,Ghana_R0,775.0,7.0,irregular,107.87,0.036779527
B1457,11,0,0,0,0.0,0,,G0159,146.0,Armenia_R2,850.0,20.0,monthly,65.98,0.0451806
B1458,11,1,1,1,0.5,0,Isolated Stress,G0096,145.0,Philippines_R3,400.0,11.0,irregular,91.89,0.07356561
B1459,11,2,1,1,0.0,0,Isolated Stress,G0336,121.0,Vietnam_R1,900.0,17.0,monthly,213.39,0.075660706
B1460,11,1,1,0,0.0,0,Isolated Stress,G0064,199.0,El Salvador_R1,200.0,12.0,bullet,48.91,0.06778684
B1461,11,0,0,0,0.0,0,,G0103,231.0,Ghana_R0,2100.0,10.0,irregular,273.46,0.08205184
B1462,11,0,0,0,0.25,0,,G0288,202.0,Kenya_R1,825.0,11.0,bullet,44.99,0.09414305
B1463,11,1,1,1,0.5,0,Isolated Stress,G0197,121.0,Vietnam_R2,2900.0,14.0,monthly,984.56,0.17883763
B1464,11,2,1,1,0.5,0,Isolated Stress,G0028,435.0,Peru_R0,1500.0,15.0,monthly,187.9,0.08214563
B1465,11,0,0,0,0.16666666666666666,0,,G0047,169.0,Armenia_R1,3000.0,38.0,monthly,758.42,0.05505661
B1466,11,0,0,0,0.3333333333333333,0,,G0177,177.0,Colombia_R0,875.0,26.0,bullet,229.24,0.06607114
B1467,11,0,0,0,0.5,0,,G0239,138.0,Kenya_R2,500.0,14.0,monthly,116.5,0.05240028
B1468,11,0,0,0,0.16666666666666666,0,,G0157,126.0,Philippines_R3,325.0,12.0,monthly,46.76,0.063418135
B1469,11,0,0,0,0.2,1,,G0223,204.0,Cambodia_R2,250.0,14.0,monthly,32.83,0.040148064
B1470,11,0,0,0,0.0,0,,G0215,199.0,El Salvador_R0,600.0,14.0,monthly,137.58,0.05340239
B1471,11,0,0,0,0.16666666666666666,0,,G0080,119.0,Peru_R1,900.0,6.0,irregular,278.85,0.029662728
B1472,11,0,0,0,0.16666666666666666,0,,G0035,302.0,Mali_R0,100.0,5.0,bullet,33.4,0.045857824
B1473,11,0,0,0,0.0,0,,G0009,163.0,Uganda_R2,925.0,14.0,monthly,75.64,0.046326503
B1474,11,0,0,0,0.2,0,,G0013,112.0,Uganda_R2,150.0,5.0,irregular,14.47,0.00815954
B1475,11,0,0,0,0.25,0,,G0131,156.0,Kenya_R3,150.0,14.0,monthly,50.01,0.047729522
B1476,11,0,0,0,0.0,0,,G0097,145.0,Philippines_R2,225.0,10.0,irregular,60.97,0.075085536
B1477,11,0,0,0,0.2,0,,G0149,125.0,Philippines_R2,325.0,9.0,irregular,102.34,0.07510381
B1478,11,0,0,0,0.0,0,,G0322,145.0,Philippines_R0,250.0,8.0,irregular,27.7,0.032238375
B1479,11,0,0,0,0.0,0,,G0296,126.0,Philippines_R3,325.0,10.0,irregular,73.54,0.050261997
B1480,11,0,0,0,0.5,0,,G0113,440.0,Egypt_R2,225.0,14.0,monthly,58.58,0.05098991
B1481,11,0,0,0,0.25,0,,G0085,119.0,Peru_R2,375.0,8.0,monthly,95.26,0.06615728
B1482,11,0,0,0,0.5,0,,G0333,145.0,Philippines_R2,400.0,8.0,irregular,68.98,0.05930584
B1483,11,2,1,1,0.0,0,Isolated Stress,G0013,145.0,Philippines_R0,300.0,7.0,irregular,16.39,0.17184879
B1484,11,1,1,0,0.5,0,Contagion-Driven Stress,G0305,199.0,El Salvador_R2,1200.0,14.0,bullet,269.85,0.08766332
B1485,11,0,0,0,0.3333333333333333,0,,G0318,138.0,Kenya_R0,600.0,11.0,monthly,75.56,0.05057132
B1486,11,1,1,1,0.25,0,Independent Regional Shock,G0210,145.0,Philippines_R1,225.0,11.0,irregular,41.64,0.08077401
B1487,11,2,1,1,0.0,0,Isolated Stress,G0011,138.0,Kenya_R2,300.0,8.0,monthly,101.18,0.07904238
B1488,11,1,1,0,0.5,0,Isolated Stress,G0201,100.0,Tajikistan_R1,1275.0,26.0,monthly,216.38,0.091556676
B1489,11,0,0,0,0.2,0,,G0229,138.0,Kenya_R2,1100.0,14.0,monthly,332.13,0.05432005
B1490,11,0,0,0,0.5,0,,G0210,15.0,Samoa_R0,575.0,14.0,irregular,61.27,0.0823421
B1491,11,0,0,0,0.16666666666666666,0,,G0047,145.0,Philippines_R1,425.0,10.0,irregular,106.99,0.108947724
B1492,11,0,0,0,0.0,0,,G0137,156.0,Kenya_R2,400.0,14.0,monthly,137.24,0.07281789
B1493,11,0,0,0,0.3333333333333333,0,,G0075,163.0,Uganda_R3,675.0,12.0,monthly,54.38,0.07543604
B1494,11,1,1,0,0.0,0,Isolated Stress,G0204,311.0,Cambodia_R1,100.0,8.0,monthly,5.25,0.15269929
B1495,11,1,1,0,0.4,1,Independent Regional Shock,G0313,428.0,India_R1,325.0,14.0,monthly,58.52,0.0457206
B1496,11,1,1,0,0.0,0,Isolated Stress,G0298,156.0,Kenya_R2,300.0,14.0,monthly,23.34,0.10396994
B1497,11,1,1,1,0.4,0,Contagion-Driven Stress,G0039,63.0,Tajikistan_R0,325.0,26.0,monthly,89.22,0.03907615
B1498,11,0,0,0,0.3333333333333333,0,,G0154,329.0,Uganda_R3,1050.0,23.0,irregular,340.58,0.056362394
B1499,11,0,0,0,0.25,0,,G0328,245.0,Pakistan_R0,450.0,14.0,monthly,81.09,0.057308566
B1500,11,0,0,0,0.2,0,,G0320,145.0,Philippines_R0,450.0,8.0,irregular,57.43,0.07041618
B1501,11,0,0,0,0.2,0,,G0118,288.0,Nigeria_R2,200.0,19.0,bullet,36.06,0.06262971
B1502,11,0,0,0,0.0,0,,G0016,245.0,Pakistan_R0,575.0,14.0,monthly,153.54,0.059590816
B1503,11,1,1,0,0.4,0,Isolated Stress,G0175,225.0,Thailand_R2,2850.0,14.0,bullet,150.24,0.13389152
B1504,11,0,0,0,0.25,0,,G0268,126.0,Philippines_R0,250.0,8.0,irregular,56.71,0.060408454
B1505,11,2,1,1,0.0,0,Isolated Stress,G0146,126.0,Philippines_R1,350.0,10.0,monthly,81.9,0.0410564
B1506,11,0,0,0,0.3333333333333333,0,,G0196,145.0,Philippines_R1,450.0,8.0,irregular,108.59,0.045128945
B1507,11,2,1,1,0.0,0,Independent Regional Shock,G0186,202.0,Kenya_R0,800.0,11.0,bullet,98.09,0.062291812
B1508,11,0,0,0,0.5,1,,G0325,241.0,India_R1,2925.0,43.0,bullet,772.83,0.07750358
B1509,11,2,1,1,0.6666666666666666,1,Contagion-Driven Stress,G0121,15.0,Samoa_R1,600.0,14.0,irregular,46.45,0.05739583
B1510,11,0,0,0,0.2,0,,G0059,177.0,Colombia_R2,425.0,15.0,bullet,46.66,0.09194145
B1511,11,1,1,1,0.0,0,Independent Regional Shock,G0074,137.0,Ecuador_R1,1075.0,7.0,monthly,336.73,0.035533585
B1512,11,0,0,0,0.3333333333333333,0,,G0010,119.0,Peru_R1,775.0,6.0,irregular,210.5,0.028949756
B1513,11,0,0,0,0.5,0,,G0311,161.0,Rwanda_R0,4250.0,6.0,irregular,230.03,0.08588101
B1514,11,0,0,0,0.2,0,,G0193,80.0,Palestine_R2,2500.0,39.0,monthly,311.28,0.05218735
B1515,11,1,1,0,0.5,0,Contagion-Driven Stress,G0332,145.0,Philippines_R0,475.0,10.0,irregular,54.3,0.09053772
B1516,11,2,1,1,0.2,0,Independent Regional Shock,G0150,125.0,Philippines_R3,225.0,10.0,irregular,29.53,0.029755099
B1517,11,0,0,0,0.75,0,,G0198,127.0,Costa Rica_R0,1825.0,38.0,monthly,226.79,0.035898983
B1518,11,0,0,0,0.4,0,,G0056,454.0,Moldova_R2,550.0,21.0,monthly,37.82,0.07257541
B1519,11,1,1,1,0.3333333333333333,0,Isolated Stress,G0234,386.0,Kenya_R2,500.0,14.0,irregular,93.84,0.086654045
B1520,11,0,0,0,0.8333333333333334,0,,G0294,185.0,Jordan_R3,300.0,15.0,monthly,80.95,0.049586866
B1521,11,0,0,0,0.16666666666666666,0,,G0189,119.0,Peru_R2,375.0,8.0,monthly,87.01,0.04246912
B1522,11,2,1,1,0.0,0,Independent Regional Shock,G0312,389.0,Philippines_R3,425.0,7.0,irregular,107.04,0.08682807
B1523,11,1,1,0,0.5,1,Independent Regional Shock,G0210,241.0,India_R1,450.0,43.0,bullet,33.46,0.19000041
B1524,11,2,1,1,0.25,0,Independent Regional Shock,G0210,145.0,Philippines_R2,225.0,8.0,irregular,75.48,0.07158746
B1525,11,0,0,0,0.16666666666666666,0,,G0209,177.0,Colombia_R3,875.0,20.0,bullet,263.85,0.062963806
B1526,11,0,0,0,0.5,0,,G0166,105.0,Senegal_R0,1000.0,14.0,monthly,291.53,0.050400235
B1527,11,1,1,1,0.16666666666666666,0,Isolated Stress,G0273,145.0,Philippines_R1,375.0,8.0,irregular,111.34,0.047035176
B1528,11,0,0,1,0.25,0,,G0326,176.0,Nicaragua_R2,2450.0,38.0,monthly,808.04,0.16026461
B1529,11,0,0,0,0.0,0,,G0298,271.0,Rwanda_R3,250.0,37.0,irregular,53.32,0.13041444
B1530,11,0,0,0,0.5,0,,G0066,81.0,El Salvador_R0,1000.0,14.0,monthly,110.08,0.057967816
B1531,11,1,1,0,0.3333333333333333,0,Isolated Stress,G0213,81.0,El Salvador_R0,500.0,11.0,monthly,117.52,0.05716156
B1532,11,0,0,0,0.16666666666666666,0,,G0008,167.0,El Salvador_R0,300.0,9.0,bullet,81.86,0.047121983
B1533,11,1,1,1,0.75,1,Contagion-Driven Stress,G0293,182.0,Liberia_R1,225.0,11.0,irregular,61.06,0.07947565
B1534,11,0,0,0,0.5,0,,G0286,136.0,Philippines_R3,350.0,10.0,monthly,72.25,0.042818386
B1535,11,0,0,0,0.0,0,,G0267,150.0,Costa Rica_R2,950.0,26.0,irregular,67.01,0.06418853
B1536,11,1,1,1,0.5,0,Independent Regional Shock,G0077,247.0,Pakistan_R0,200.0,11.0,irregular,32.27,0.06719301
B1537,11,0,0,0,0.25,0,,G0045,449.0,Ghana_R3,75.0,10.0,irregular,24.47,0.033207588
B1538,11,0,0,0,0.0,0,,G0115,58.0,Paraguay_R0,850.0,14.0,monthly,191.53,0.06610698
B1539,11,0,0,0,0.0,0,,G0267,406.0,Indonesia_R0,550.0,37.0,irregular,116.32,0.058626264
B1540,11,1,1,1,0.0,0,Isolated Stress,G0192,185.0,Jordan_R2,1425.0,23.0,monthly,186.18,0.09802395
B1541,11,0,0,0,0.3333333333333333,0,,G0041,56.0,Azerbaijan_R0,500.0,20.0,monthly,80.27,0.046561077
B1542,11,0,0,0,0.4,0,,G0224,145.0,Philippines_R3,300.0,8.0,irregular,95.58,0.10703971
B1543,11,0,0,0,0.4,0,,G0063,125.0,Philippines_R0,325.0,12.0,irregular,81.23,0.053214114
B1544,11,0,0,0,0.2,1,,G0023,455.0,Pakistan_R2,500.0,14.0,monthly,143.11,0.05706
B1545,11,0,0,0,0.4,0,,G0247,145.0,Philippines_R0,125.0,11.0,irregular,23.29,0.09057583
B1546,11,0,0,0,1.0,0,,G0021,93.0,Peru_R0,850.0,6.0,irregular,203.21,0.034756325
B1547,11,2,1,1,0.6666666666666666,0,Isolated Stress,G0190,145.0,Philippines_R2,325.0,8.0,irregular,40.47,0.0626091
B1548,11,0,0,0,0.0,0,,G0163,288.0,Nigeria_R2,75.0,14.0,bullet,19.62,0.03185546
B1549,11,0,0,1,0.25,0,,G0087,123.0,Philippines_R0,250.0,8.0,irregular,44.57,0.07581849
B1550,11,0,0,0,0.25,0,,G0054,58.0,Paraguay_R2,1075.0,15.0,monthly,196.47,0.06534583
B1551,11,2,1,1,0.2,1,Contagion-Driven Stress,G0034,59.0,Bolivia_R0,4925.0,10.0,monthly,1205.62,0.24935074
B1552,11,0,0,0,0.16666666666666666,0,,G0254,202.0,Kenya_R1,675.0,9.0,bullet,223.35,0.09042133
B1553,11,0,0,1,0.2,0,,G0112,145.0,Philippines_R0,250.0,11.0,irregular,17.3,0.10238751
B1554,11,0,0,0,0.2,0,,G0100,145.0,Philippines_R3,300.0,8.0,irregular,89.23,0.063052095
B1555,11,0,0,0,0.2,0,,G0013,305.0,Zimbabwe_R2,500.0,13.0,monthly,68.86,0.046108905
B1556,11,0,0,0,0.0,0,,G0014,145.0,Philippines_R3,450.0,8.0,irregular,82.43,0.06520162
B1557,11,0,0,0,0.25,0,,G0253,288.0,Nigeria_R2,400.0,14.0,bullet,22.63,0.08121349
B1558,11,0,0,0,0.16666666666666666,0,,G0073,183.0,Sierra Leone_R1,125.0,11.0,irregular,17.54,0.08302592
B1559,11,0,0,0,0.2,0,,G0120,139.0,Peru_R1,375.0,14.0,monthly,75.3,0.044783216
B1560,11,1,1,1,0.0,0,Isolated Stress,G0107,198.0,Turkey_R0,375.0,13.0,irregular,25.07,0.1727136
B1561,11,0,0,0,0.5,0,,G0261,145.0,Philippines_R1,350.0,11.0,irregular,69.07,0.0511437
B1562,11,0,0,0,0.25,0,,G0045,311.0,Cambodia_R0,225.0,8.0,monthly,73.83,0.058676407
B1563,11,0,0,0,0.4,1,,G0063,181.0,Georgia_R2,1275.0,26.0,monthly,104.06,0.049896322
B1564,11,0,0,0,0.3333333333333333,1,,G0105,311.0,Cambodia_R2,200.0,8.0,monthly,55.87,0.09371315
B1565,11,0,0,0,0.0,0,,G0082,119.0,Peru_R0,3375.0,8.0,monthly,583.54,0.05258245
B1566,11,0,0,0,0.0,0,,G0024,145.0,Philippines_R1,225.0,7.0,irregular,55.47,0.051306996
B1567,11,0,0,0,0.25,0,,G0054,202.0,Kenya_R0,500.0,11.0,bullet,64.04,0.088354506
B1568,11,0,0,0,0.0,0,,G0007,126.0,Philippines_R1,225.0,8.0,irregular,22.02,0.112455785
B1569,11,1,1,1,0.16666666666666666,0,Contagion-Driven Stress,G0252,123.0,Philippines_R3,125.0,8.0,irregular,12.27,0.18678889
B1570,11,0,0,0,0.3333333333333333,0,,G0308,145.0,Philippines_R0,175.0,8.0,irregular,12.45,0.024975263
B1571,11,0,0,0,0.4,0,,G0231,145.0,Philippines_R3,275.0,13.0,irregular,29.07,0.054533374
B1572,11,0,0,0,0.16666666666666666,0,,G0090,384.0,Ghana_R3,1425.0,37.0,irregular,355.2,0.06686116
B1573,11,0,0,0,0.25,0,,G0054,139.0,Peru_R3,175.0,5.0,irregular,55.04,0.038434178
B1574,11,1,1,1,0.0,0,Isolated Stress,G0138,15.0,Samoa_R0,450.0,14.0,irregular,132.41,0.050577868
B1575,11,0,0,0,0.75,0,,G0237,145.0,Philippines_R3,325.0,10.0,irregular,83.05,0.04551625
B1576,11,0,0,0,0.0,0,,G0179,247.0,Pakistan_R0,250.0,11.0,irregular,20.78,0.07353741
B1577,11,1,1,0,0.5,0,Contagion-Driven Stress,G0305,246.0,Guatemala_R2,1250.0,14.0,monthly,170.95,0.0714288
B1578,11,0,0,0,0.25,0,,G0124,199.0,El Salvador_R0,1500.0,26.0,monthly,214.41,0.08389092
B1579,11,0,0,1,0.5,0,,G0319,145.0,Philippines_R3,225.0,11.0,irregular,28.12,0.047790233
B1580,11,0,0,0,0.5,0,,G0201,288.0,Nigeria_R2,150.0,18.0,bullet,30.68,0.030748237
B1581,11,1,1,1,0.75,0,Isolated Stress,G0216,334.0,India_R0,250.0,43.0,bullet,52.67,0.14665937
B1582,11,1,1,1,0.75,0,Contagion-Driven Stress,G0185,9.0,Cambodia_R0,1100.0,14.0,monthly,172.77,0.064031556
B1583,11,1,1,1,0.6666666666666666,0,Contagion-Driven Stress,G0121,271.0,Rwanda_R2,250.0,38.0,irregular,39.03,0.18900673
B1584,11,0,0,0,0.25,0,,G0329,164.0,Kenya_R0,200.0,14.0,irregular,59.71,0.0779652
B1585,11,0,0,0,0.3333333333333333,1,,G0321,311.0,Cambodia_R2,175.0,8.0,monthly,50.19,0.050724536
B1586,11,0,0,1,0.75,0,,G0185,247.0,Pakistan_R1,400.0,14.0,monthly,56.94,0.055904273
B1587,11,0,0,0,0.0,0,,G0103,133.0,Kenya_R1,275.0,12.0,monthly,89.14,0.044087697
B1588,11,0,0,0,0.25,0,,G0155,247.0,Pakistan_R0,500.0,14.0,monthly,167.92,0.03409128
B1589,11,1,1,1,0.0,0,Isolated Stress,G0290,146.0,Armenia_R3,750.0,26.0,monthly,111.02,0.07290501
B1590,11,0,0,0,0.5,0,,G0326,145.0,Philippines_R1,225.0,8.0,irregular,35.17,0.055235904
B1591,11,0,0,0,0.16666666666666666,0,,G0157,145.0,Philippines_R3,175.0,8.0,irregular,35.3,0.056352858
B1592,11,0,0,0,0.4,0,,G0063,145.0,Philippines_R0,325.0,8.0,irregular,108.01,0.05339022
B1593,11,1,1,1,0.25,0,Contagion-Driven Stress,G0049,455.0,Pakistan_R3,250.0,14.0,monthly,78.22,0.057929054
B1594,11,0,0,0,0.16666666666666666,0,,G0110,81.0,El Salvador_R0,1500.0,38.0,monthly,121.16,0.04311925
B1595,11,1,1,1,0.5,0,Independent Regional Shock,G0280,133.0,Kenya_R0,250.0,14.0,monthly,41.95,0.06712793
B1596,11,0,0,1,0.0,0,,G0241,145.0,Philippines_R2,250.0,8.0,irregular,54.0,0.077239774
B1597,11,0,0,0,0.25,0,,G0309,145.0,Philippines_R0,525.0,8.0,irregular,105.49,0.050788976
B1598,11,0,0,0,0.2,0,,G0304,402.0,The Democratic Republic of the Congo_R0,1000.0,10.0,monthly,108.16,0.054756362
B1599,11,0,0,0,0.0,0,,G0115,177.0,Colombia_R3,325.0,14.0,bullet,99.98,0.06405714
B1600,11,1,1,0,0.2,0,Isolated Stress,G0059,176.0,Nicaragua_R2,400.0,11.0,monthly,101.23,0.08860084
B1601,11,0,0,0,0.0,0,,G0204,123.0,Philippines_R2,150.0,8.0,irregular,45.21,0.06585533
B1602,11,0,0,0,0.16666666666666666,0,,G0232,326.0,Kyrgyzstan_R1,1100.0,80.0,irregular,338.39,0.13211896
B1603,11,0,0,0,0.6666666666666666,0,,G0274,145.0,Philippines_R1,225.0,7.0,irregular,61.76,0.051827703
B1604,11,0,0,0,0.2,0,,G0102,145.0,Philippines_R2,325.0,8.0,irregular,59.07,0.10198964
B1605,11,1,1,1,0.6666666666666666,0,Independent Regional Shock,G0020,145.0,Philippines_R1,300.0,8.0,irregular,69.95,0.0656934
B1606,11,1,1,0,0.3333333333333333,1,Independent Regional Shock,G0196,245.0,Pakistan_R2,600.0,14.0,monthly,58.87,0.105332024
B1607,11,0,0,0,0.25,0,,G0085,145.0,Philippines_R1,225.0,8.0,irregular,56.72,0.063907005
B1608,11,0,0,0,0.16666666666666666,0,,G0008,121.0,Vietnam_R2,725.0,20.0,monthly,75.24,0.043870382
B1609,11,0,0,0,0.0,0,,G0006,177.0,Colombia_R0,800.0,21.0,monthly,206.55,0.06678988
B1610,11,0,0,0,0.3333333333333333,0,,G0060,145.0,Philippines_R0,675.0,8.0,irregular,80.24,0.08730592
B1611,11,1,1,0,0.0,1,Independent Regional Shock,G0179,411.0,Solomon Islands_R1,800.0,11.0,irregular,68.21,0.056958158
